Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Loyalty_Score_A,Loyalty_Score_B,Satisfaction_Flag,Value_Tier,Retention_Rate_%,Dependency_Rate_%
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,0,0,18,Cash,Monthly,950,589.0,0,Mid Value,37.25,0.0
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,0,0,5,Debit Card,Fortnightly,204,126.48,0,Mid Value,11.76,0.0
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,0,0,44,Credit Card,Monthly,3465,3395.7000000000003,1,High Value,88.24,0.0
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,0,0,4,Bank Transfer,Quarterly,445,258.09999999999997,0,Mid Value,9.8,0.0
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,0,0,37,Cash,Fortnightly,3306,2512.56,0,High Value,74.51,0.0
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,0,0,43,Cash,Monthly,3388,2845.92,1,High Value,86.27,0.0
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,0,0,28,Bank Transfer,Quarterly,2465,1922.7,0,High Value,56.86,0.0
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,0,0,36,Cash,Monthly,2442,1367.5199999999998,0,High Value,72.55,0.0
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,0,0,16,Credit Card,Annually,544,282.88,0,Mid Value,33.33,0.0
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,0,0,38,Bank Transfer,Every 3 Months,3588,2152.7999999999997,0,High Value,76.47,0.0
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,0,0,37,Bank Transfer,Fortnightly,3040,1641.6000000000001,0,High Value,74.51,0.0
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,0,0,9,Cash,Bi-Weekly,780,436.79999999999995,0,Mid Value,19.61,0.0
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,0,0,14,PayPal,Fortnightly,360,208.79999999999998,0,Mid Value,29.41,0.0
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,0,0,3,Venmo,Weekly,236,179.36,0,Mid Value,7.84,0.0
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,0,0,10,Credit Card,Fortnightly,451,396.88000000000005,1,Mid Value,21.57,0.0
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,0,0,26,Bank Transfer,Bi-Weekly,702,435.24,0,Mid Value,52.94,0.0
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,0,0,30,Debit Card,Bi-Weekly,1612,1192.8799999999999,0,High Value,60.78,0.0
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,0,0,32,PayPal,Fortnightly,1518,1487.64,1,High Value,64.71,0.0
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,0,0,35,PayPal,Monthly,1872,1422.72,0,High Value,70.59,0.0
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,0,0,26,Debit Card,Every 3 Months,1134,771.1199999999999,0,Mid Value,52.94,0.0
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,0,0,39,Credit Card,Monthly,1480,1361.6,1,High Value,78.43,0.0
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,0,0,31,Credit Card,Monthly,1664,1064.96,0,High Value,62.75,0.0
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,0,0,28,Credit Card,Annually,986,532.44,0,Mid Value,56.86,0.0
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,0,0,12,Debit Card,Bi-Weekly,1144,983.84,1,High Value,25.49,0.0
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,0,0,46,PayPal,Weekly,4136,3143.36,0,High Value,92.16,0.0
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,0,0,27,PayPal,Every 3 Months,1428,1256.64,1,High Value,54.9,0.0
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,0,0,4,Credit Card,Annually,485,349.2,0,Mid Value,9.8,0.0
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,0,0,14,Cash,Every 3 Months,840,588.0,0,Mid Value,29.41,0.0
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,0,0,30,Venmo,Quarterly,1643,1380.1200000000001,1,High Value,60.78,0.0
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,0,0,6,PayPal,Annually,497,467.18,1,Mid Value,13.73,0.0
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,0,0,43,Venmo,Annually,4092,3928.3199999999997,1,High Value,86.27,0.0
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,0,0,28,Debit Card,Weekly,2088,1336.32,0,High Value,56.86,0.0
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,0,0,39,Bank Transfer,Monthly,2360,1652.0,0,High Value,78.43,0.0
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,0,0,30,PayPal,Bi-Weekly,2697,2265.48,1,High Value,60.78,0.0
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,0,0,5,Credit Card,Fortnightly,468,318.23999999999995,0,Mid Value,11.76,0.0
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,0,0,42,Credit Card,Every 3 Months,2924,2748.56,1,High Value,84.31,0.0
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,0,0,20,Cash,Fortnightly,1596,957.5999999999999,0,High Value,41.18,0.0
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,0,0,35,Credit Card,Fortnightly,3564,2851.2000000000003,1,High Value,70.59,0.0
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,0,0,10,Credit Card,Bi-Weekly,572,526.24,1,Mid Value,21.57,0.0
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,0,0,36,Credit Card,Quarterly,2146,2103.0800000000004,1,High Value,72.55,0.0
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,0,0,21,Debit Card,Fortnightly,1298,726.8799999999999,0,Mid Value,43.14,0.0
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,0,0,29,Credit Card,Every 3 Months,2130,1363.2,0,High Value,58.82,0.0
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,0,0,39,Debit Card,Weekly,3760,2105.6,0,High Value,78.43,0.0
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,0,0,16,PayPal,Monthly,680,571.2,1,Mid Value,33.33,0.0
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,0,0,32,Credit Card,Monthly,792,760.3199999999999,1,Mid Value,64.71,0.0
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,0,0,34,Cash,Monthly,1330,744.8,0,Mid Value,68.63,0.0
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,0,0,38,Venmo,Annually,1443,1298.7,1,High Value,76.47,0.0
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,0,0,14,Venmo,Annually,435,356.7,1,Mid Value,29.41,0.0
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,0,0,23,Debit Card,Bi-Weekly,2208,1898.8799999999999,1,High Value,47.06,0.0
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,0,0,50,Bank Transfer,Every 3 Months,1224,1077.1200000000001,1,High Value,100.0,0.0
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,0,0,49,PayPal,Monthly,2600,1560.0,0,High Value,98.04,0.0
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,0,0,14,PayPal,Annually,435,234.9,0,Mid Value,29.41,0.0
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,0,0,42,PayPal,Weekly,1290,851.3999999999999,0,High Value,84.31,0.0
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,0,0,39,Debit Card,Annually,1240,1066.4,1,High Value,78.43,0.0
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,0,0,43,Venmo,Bi-Weekly,2948,1709.84,0,High Value,86.27,0.0
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,0,0,12,Cash,Monthly,845,828.1,1,High Value,25.49,0.0
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,0,0,21,Debit Card,Weekly,484,348.47999999999996,0,Mid Value,43.14,0.0
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,0,0,33,Credit Card,Monthly,1904,1256.6399999999999,0,High Value,66.67,0.0
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,0,0,6,Debit Card,Annually,546,338.52,0,Mid Value,13.73,0.0
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,0,0,10,PayPal,Every 3 Months,990,534.6,0,Mid Value,21.57,0.0
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,0,0,18,Cash,Weekly,1615,1098.1999999999998,0,High Value,37.25,0.0
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,0,0,46,Venmo,Weekly,2726,1853.6799999999998,0,High Value,92.16,0.0
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,0,0,49,PayPal,Monthly,1700,1326.0,0,High Value,98.04,0.0
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,0,0,39,Credit Card,Weekly,1600,1120.0,0,High Value,78.43,0.0
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,0,0,16,Cash,Monthly,493,404.26,1,Mid Value,33.33,0.0
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,0,0,28,Cash,Annually,2204,1410.56,0,High Value,56.86,0.0
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,0,0,22,PayPal,Quarterly,1932,1777.4399999999998,1,High Value,45.1,0.0
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,0,0,36,Venmo,Bi-Weekly,2405,1875.9,0,High Value,72.55,0.0
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,0,0,18,PayPal,Monthly,1520,820.8000000000001,0,High Value,37.25,0.0
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,0,0,31,Credit Card,Weekly,3136,1881.6,0,High Value,62.75,0.0
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,0,0,38,Bank Transfer,Fortnightly,2769,1827.5399999999997,0,High Value,76.47,0.0
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,0,0,42,Debit Card,Quarterly,2967,1602.18,0,High Value,84.31,0.0
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,0,0,27,PayPal,Annually,2660,2447.2,1,High Value,54.9,0.0
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,0,0,24,Cash,Monthly,1675,904.5000000000001,0,High Value,49.02,0.0
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,0,0,38,Debit Card,Annually,1911,955.5,0,High Value,76.47,0.0
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,0,0,9,Credit Card,Annually,970,853.6000000000001,1,High Value,19.61,0.0
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,0,0,19,Bank Transfer,Monthly,680,544.0,1,Mid Value,39.22,0.0
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,0,0,11,Debit Card,Bi-Weekly,888,674.88,0,Mid Value,23.53,0.0
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,0,0,16,Debit Card,Quarterly,1632,816.0,0,High Value,33.33,0.0
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,0,0,18,Venmo,Monthly,1292,1033.6000000000001,1,High Value,37.25,0.0
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,0,0,8,Cash,Monthly,756,619.92,1,Mid Value,17.65,0.0
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,0,0,4,Cash,Weekly,285,159.6,0,Mid Value,9.8,0.0
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,0,0,37,Cash,Quarterly,3192,2170.56,0,High Value,74.51,0.0
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,0,0,30,Cash,Monthly,992,535.6800000000001,0,Mid Value,60.78,0.0
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,0,0,37,Bank Transfer,Monthly,1406,1068.56,0,High Value,74.51,0.0
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,0,0,30,PayPal,Quarterly,1798,1582.2400000000002,1,High Value,60.78,0.0
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,0,0,17,Venmo,Weekly,1332,745.92,0,Mid Value,35.29,0.0
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,0,0,11,Bank Transfer,Every 3 Months,1188,1188.0,1,High Value,23.53,0.0
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,0,0,42,Credit Card,Annually,3483,3274.02,1,High Value,84.31,0.0
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,0,0,20,Cash,Weekly,1596,1021.44,0,High Value,41.18,0.0
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,0,0,37,Cash,Monthly,3724,2159.92,0,High Value,74.51,0.0
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,0,0,12,PayPal,Fortnightly,1183,875.42,0,High Value,25.49,0.0
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,0,0,41,Bank Transfer,Quarterly,3318,2787.1200000000003,1,High Value,82.35,0.0
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,0,0,32,Credit Card,Quarterly,2739,1862.5199999999998,0,High Value,64.71,0.0
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,0,0,15,Venmo,Weekly,1440,835.1999999999999,0,High Value,31.37,0.0
3252,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,0,0,39,Venmo,Quarterly,800,592.0,0,Mid Value,78.43,0.0
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,0,0,48,Credit Card,Fortnightly,1029,555.6600000000001,0,Mid Value,96.08,0.0
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,0,0,8,Venmo,Fortnightly,540,345.6,0,Mid Value,17.65,0.0
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,0,0,11,Bank Transfer,Every 3 Months,372,364.56000000000006,1,Mid Value,23.53,0.0
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,0,0,36,Bank Transfer,Monthly,1480,828.8,0,High Value,72.55,0.0
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,0,0,50,Venmo,Every 3 Months,1326,1246.44,1,High Value,100.0,0.0
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,0,0,39,Venmo,Every 3 Months,3920,2587.2,0,High Value,78.43,0.0
3259,31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,0,0,11,Credit Card,Bi-Weekly,612,526.3199999999999,1,Mid Value,23.53,0.0
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,0,0,5,Debit Card,Every 3 Months,570,421.8,0,Mid Value,11.76,0.0
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,0,0,7,Credit Card,Annually,288,259.2,1,Mid Value,15.69,0.0
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,0,0,50,Debit Card,Weekly,2652,1803.36,0,High Value,100.0,0.0
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,0,0,21,Cash,Every 3 Months,770,415.8,0,Mid Value,43.14,0.0
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,0,0,31,Debit Card,Fortnightly,2176,1914.8800000000003,1,High Value,62.75,0.0
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,0,0,39,Cash,Bi-Weekly,2000,1600.0,1,High Value,78.43,0.0
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,0,0,28,Credit Card,Fortnightly,2900,1856.0,0,High Value,56.86,0.0
3267,49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,0,0,33,Bank Transfer,Weekly,2516,2113.44,1,High Value,66.67,0.0
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,0,0,42,Credit Card,Quarterly,1935,1161.0,0,High Value,84.31,0.0
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,0,0,5,Bank Transfer,Every 3 Months,582,325.91999999999996,0,Mid Value,11.76,0.0
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,0,0,25,Cash,Monthly,1560,1528.8000000000002,1,High Value,50.98,0.0
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,0,0,48,PayPal,Annually,1225,1151.5,1,High Value,96.08,0.0
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,0,0,30,Credit Card,Weekly,1705,1500.4,1,High Value,60.78,0.0
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,0,0,34,PayPal,Quarterly,3465,2148.3,0,High Value,68.63,0.0
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,0,0,34,PayPal,Every 3 Months,1575,819.0,0,High Value,68.63,0.0
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,0,0,14,Cash,Fortnightly,300,234.0,0,Mid Value,29.41,0.0
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,0,0,2,Debit Card,Weekly,264,137.28,0,Mid Value,5.88,0.0
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,0,0,41,PayPal,Every 3 Months,4158,3326.4,1,High Value,82.35,0.0
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,0,0,3,Credit Card,Monthly,344,337.12,1,Mid Value,7.84,0.0
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,0,0,18,Bank Transfer,Weekly,1330,877.7999999999998,0,High Value,37.25,0.0
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,0,0,1,Debit Card,Fortnightly,100,60.0,0,Mid Value,3.92,0.0
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,0,0,5,PayPal,Monthly,342,184.68,0,Mid Value,11.76,0.0
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,0,0,41,Bank Transfer,Annually,2898,1796.76,0,High Value,82.35,0.0
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,0,0,5,Credit Card,Monthly,564,541.4399999999999,1,Mid Value,11.76,0.0
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,0,0,10,Debit Card,Every 3 Months,264,153.11999999999998,0,Mid Value,21.57,0.0
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,0,0,20,Venmo,Annually,1659,1493.1000000000001,1,High Value,41.18,0.0
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,0,0,11,Cash,Weekly,372,342.23999999999995,1,Mid Value,23.53,0.0
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,0,0,4,Venmo,Fortnightly,335,335.0,1,Mid Value,9.8,0.0
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,0,0,38,Credit Card,Weekly,2457,2113.02,1,High Value,76.47,0.0
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,0,0,19,Credit Card,Bi-Weekly,1220,1195.6000000000001,1,High Value,39.22,0.0
3290,31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,0,0,16,Venmo,Every 3 Months,850,680.0,1,Mid Value,33.33,0.0
3291,52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,0,0,2,PayPal,Monthly,246,152.52,0,Mid Value,5.88,0.0
3292,29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,0,0,11,Cash,Monthly,612,318.24,0,Mid Value,23.53,0.0
3293,62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,0,0,18,Bank Transfer,Fortnightly,437,428.26000000000005,1,Mid Value,37.25,0.0
3294,19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,0,0,47,Credit Card,Fortnightly,4368,3057.6,0,High Value,94.12,0.0
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,0,0,15,Bank Transfer,Bi-Weekly,960,864.0,1,High Value,31.37,0.0
3296,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,0,0,15,Cash,Weekly,544,304.64,0,Mid Value,31.37,0.0
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,0,0,47,Venmo,Quarterly,1104,927.3600000000001,1,High Value,94.12,0.0
3298,67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,0,0,47,PayPal,Monthly,3936,3227.52,1,High Value,94.12,0.0
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,0,0,6,Bank Transfer,Every 3 Months,511,357.7,0,Mid Value,13.73,0.0
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,0,0,18,Venmo,Monthly,608,486.40000000000003,1,Mid Value,37.25,0.0
3301,26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,0,0,40,Bank Transfer,Bi-Weekly,3280,2624.0,1,High Value,80.39,0.0
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,0,0,31,Credit Card,Fortnightly,1856,928.0,0,High Value,62.75,0.0
3303,36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,0,0,31,Venmo,Bi-Weekly,2624,2204.1600000000003,1,High Value,62.75,0.0
3304,20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,0,0,4,Credit Card,Fortnightly,300,203.99999999999997,0,Mid Value,9.8,0.0
3305,30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,0,0,36,Bank Transfer,Every 3 Months,2923,2806.08,1,High Value,72.55,0.0
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,0,0,31,PayPal,Bi-Weekly,1312,1285.7600000000002,1,High Value,62.75,0.0
3307,63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,0,0,6,Venmo,Fortnightly,273,196.56,0,Mid Value,13.73,0.0
3308,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,0,0,1,Cash,Monthly,72,57.6,1,Mid Value,3.92,0.0
3309,55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,0,0,29,Cash,Monthly,2100,1092.0,0,High Value,58.82,0.0
3310,48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,0,0,19,PayPal,Monthly,940,582.8,0,Mid Value,39.22,0.0
3311,45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,0,0,12,PayPal,Fortnightly,351,252.72,0,Mid Value,25.49,0.0
